Ts (degC),I (a.u.),P (W),q (slm)
5.896999999999999886e+01,3.278659384398467228e+04,2.670936630202099149e+00,1.500007834785205052e+00
6.035999999999999943e+01,4.017492597744405066e+04,1.500004389365002577e+00,4.121869444543498240e+00
5.865999999999999659e+01,1.615437749999969856e+04,1.500001494525521117e+00,4.291872016390206213e+00
4.992999999999999972e+01,3.892310892856979081e+03,1.500001636430903673e+00,4.260355570501074496e+00
4.689000000000000057e+01,3.115721142857168525e+04,1.500002181355850173e+00,4.187373801176055288e+00
4.596000000000000085e+01,2.088398424812022859e+04,1.500002503136821375e+00,4.187145447172041735e+00
4.545000000000000284e+01,4.796940265037577046e+04,1.500002995976685405e+00,4.164901489718080718e+00
4.486999999999999744e+01,2.225689322368457215e+04,1.500003306292620353e+00,4.137919019890556882e+00
4.438000000000000256e+01,8.757299154136333073e+02,1.500002913926082426e+00,4.073565687224890652e+00
4.431000000000000227e+01,1.997659550751888310e+04,1.500002640629679806e+00,4.098579146519203853e+00
4.424000000000000199e+01,4.818793477443243319e+03,1.500002898751506830e+00,4.109870047336782406e+00
4.404999999999999716e+01,-1.338663242481196357e+04,1.500003760633640049e+00,4.129988897857394647e+00
4.384000000000000341e+01,1.321146180451140390e+04,1.500004326952373734e+00,4.109461560914527745e+00
4.354999999999999716e+01,4.445046879699053534e+03,1.500004481442707593e+00,4.099369717900357202e+00
4.321000000000000085e+01,-3.109340103383478890e+03,1.500004538904076146e+00,4.108022606301886093e+00
4.296999999999999886e+01,1.899492555451142107e+04,1.500004679397336282e+00,4.088155362100630796e+00
4.256000000000000227e+01,2.419707414473610697e+04,1.500005710116372182e+00,4.075549017018071041e+00
4.231000000000000227e+01,6.703910216165713791e+03,1.500005710067772391e+00,4.089221698958533047e+00
4.235000000000000142e+01,3.125280383458610595e+04,1.500006108386490844e+00,4.070736686255792769e+00
4.207999999999999829e+01,-2.341274830826887865e+03,1.500006047949381749e+00,4.085879783240658369e+00
4.192000000000000171e+01,3.604264858082732826e+04,1.500006317872575989e+00,4.055967708855316545e+00
4.188000000000000256e+01,1.362056281015108107e+04,1.500008507779814204e+00,4.059052578155212032e+00
4.161999999999999744e+01,2.449592359962420960e+04,1.500009925093140906e+00,4.040595100782265803e+00
4.154999999999999716e+01,-2.654290686090264353e+04,1.500009943790987732e+00,4.049816262992719906e+00
4.157999999999999829e+01,1.994456712405996950e+04,1.500009790838679358e+00,4.053077492928720105e+00
4.139000000000000057e+01,-2.725085732142843335e+04,1.500010722552704401e+00,4.047563149508391689e+00
4.128000000000000114e+01,-6.840030845864722323e+03,1.500012661422274185e+00,4.034895476273935522e+00
4.114000000000000057e+01,1.776712979323240233e+03,1.500000000000000000e+00,3.999423532995999953e+00
4.114000000000000057e+01,-1.074416760338321183e+04,1.500195527615748148e+00,3.970757023281612064e+00
4.096999999999999886e+01,1.531203101505011546e+02,1.500018545050261221e+00,4.031147229626856010e+00
4.089000000000000057e+01,3.111840781015017637e+04,1.500025070728526533e+00,4.008054807184484147e+00
4.081000000000000227e+01,1.865406964285627737e+03,1.500021578790950993e+00,4.024211213839956613e+00
4.065999999999999659e+01,-3.558969332707276408e+03,1.500022785821049087e+00,4.023403590398798357e+00
4.075999999999999801e+01,-9.472024849624185663e+03,1.500000000000000000e+00,4.032867957043487550e+00
4.067000000000000171e+01,-3.210636025375903046e+04,1.500019011812625536e+00,4.031817299727702419e+00
4.060000000000000142e+01,-2.969154332707283174e+03,1.500021066040160944e+00,4.032424066760619930e+00
4.057000000000000028e+01,6.544790743421050865e+04,1.500016266967554746e+00,4.046763225051305035e+00
4.059000000000000341e+01,2.878304591165440797e+04,1.500013707706925548e+00,4.059687603467141415e+00
4.028999999999999915e+01,1.019032294172940783e+04,1.500342028269255223e+00,3.992207152509435364e+00
4.017999999999999972e+01,1.960137067669185126e+04,1.528437283585220241e+00,3.932454638312061768e+00
4.021999999999999886e+01,-1.700436152255649358e+04,1.527256200733993818e+00,3.946608452164311664e+00
4.047999999999999687e+01,-1.345561663533885803e+04,1.520704285116717180e+00,3.954875718910515481e+00
4.046000000000000085e+01,1.878489327067610793e+04,1.536232899414292419e+00,3.917060312722268733e+00
4.046000000000000085e+01,2.741568031015035376e+04,1.500039331979442281e+00,4.027949890029246305e+00
4.057999999999999829e+01,-4.610855357139121224e+02,1.500032568206410843e+00,4.021417786912423686e+00
4.028000000000000114e+01,7.999704699248372890e+03,1.547146306578893071e+00,3.884250962147485886e+00
4.021000000000000085e+01,-2.378267613721802263e+04,1.512557577651001406e+00,3.980172806711202327e+00
4.047999999999999687e+01,7.981226785714127800e+03,1.500035636667790051e+00,4.029014777999712749e+00
4.040999999999999659e+01,5.955185159774871863e+03,1.500023428015935689e+00,4.035578246539259339e+00
4.010999999999999943e+01,-3.116608082707600715e+02,1.500027226164985628e+00,4.029975958004394343e+00
4.002000000000000313e+01,6.365764398496444301e+03,1.500595825308199016e+00,4.010300964054129835e+00
3.984000000000000341e+01,-1.228042133458648095e+04,1.506298075579869167e+00,3.997212037408524488e+00
3.979999999999999716e+01,5.096824483083187260e+03,1.528854106499819121e+00,3.947849907389321178e+00
3.989999999999999858e+01,5.410825827067608770e+03,1.553016553763738372e+00,3.894199870036570310e+00
