t_emb (ms),Isemb (a.u.),Vp2p (V),f (kHz),q (slm),x_pos (mm),y_pos (mm),dsep (mm),T_emb (K),P_emb (W),Pset (W),duty (%),V_emb (kV),I_emb (mA)
1.997100000000000000e+04,0.000000000000000000e+00,6.959999999999999964e+00,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.040000000000000036e+00,2.500000000000000000e+00,1.000011999999999972e+02,1.360000000000000098e+00,1.189999999999999947e+00
4.179000000000000000e+04,0.000000000000000000e+00,9.480000000000000426e+00,2.000000000000000000e+01,5.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.490000000000000213e+00,2.500000000000000000e+00,1.000011999999999972e+02,1.639999999999999902e+00,1.209999999999999964e+00
4.284900000000000000e+04,0.000000000000000000e+00,5.040000000000000036e+00,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.459999999999999964e+00,1.500000000000000000e+00,1.000011999999999972e+02,1.010000000000000009e+00,1.110000000000000098e+00
4.388400000000000000e+04,0.000000000000000000e+00,4.950000000000000178e+00,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.429999999999999938e+00,1.500000000000000000e+00,1.000010999999999939e+02,9.899999999999999911e-01,1.100000000000000089e+00
4.489800000000000000e+04,0.000000000000000000e+00,5.040000000000000036e+00,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.449999999999999956e+00,1.500000000000000000e+00,1.000011999999999972e+02,1.000000000000000000e+00,1.110000000000000098e+00
4.588800000000000000e+04,0.000000000000000000e+00,5.099999999999999645e+00,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.459999999999999964e+00,1.500000000000000000e+00,1.000010999999999939e+02,1.020000000000000018e+00,1.100000000000000089e+00
4.692500000000000000e+04,0.000000000000000000e+00,5.129999999999999893e+00,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.469999999999999973e+00,1.500000000000000000e+00,1.000011999999999972e+02,1.020000000000000018e+00,1.100000000000000089e+00
4.789200000000000000e+04,0.000000000000000000e+00,5.160000000000000142e+00,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.479999999999999982e+00,1.500000000000000000e+00,1.000010999999999939e+02,1.030000000000000027e+00,1.100000000000000089e+00
4.888300000000000000e+04,0.000000000000000000e+00,5.190000000000000391e+00,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.489999999999999991e+00,1.500000000000000000e+00,1.000010999999999939e+02,1.040000000000000036e+00,1.100000000000000089e+00
4.989600000000000000e+04,0.000000000000000000e+00,5.190000000000000391e+00,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.489999999999999991e+00,1.500000000000000000e+00,1.000010999999999939e+02,1.040000000000000036e+00,1.100000000000000089e+00
5.088500000000000000e+04,0.000000000000000000e+00,5.200000000000000178e+00,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.489999999999999991e+00,1.500000000000000000e+00,1.000010999999999939e+02,1.030000000000000027e+00,1.110000000000000098e+00
5.189900000000000000e+04,0.000000000000000000e+00,5.200000000000000178e+00,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.500000000000000000e+00,1.500000000000000000e+00,1.000010999999999939e+02,1.040000000000000036e+00,1.110000000000000098e+00
5.289000000000000000e+04,0.000000000000000000e+00,5.209999999999999964e+00,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.500000000000000000e+00,1.500000000000000000e+00,1.000010999999999939e+02,1.040000000000000036e+00,1.120000000000000107e+00
5.388000000000000000e+04,0.000000000000000000e+00,5.219999999999999751e+00,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.500000000000000000e+00,1.500000000000000000e+00,1.000010999999999939e+02,1.040000000000000036e+00,1.110000000000000098e+00
5.489200000000000000e+04,0.000000000000000000e+00,5.219999999999999751e+00,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.489999999999999991e+00,1.500000000000000000e+00,1.000010999999999939e+02,1.040000000000000036e+00,1.110000000000000098e+00
5.590700000000000000e+04,0.000000000000000000e+00,5.219999999999999751e+00,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.489999999999999991e+00,1.500000000000000000e+00,1.000010999999999939e+02,1.040000000000000036e+00,1.110000000000000098e+00
5.692200000000000000e+04,0.000000000000000000e+00,5.219999999999999751e+00,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.500000000000000000e+00,1.500000000000000000e+00,1.000011999999999972e+02,1.040000000000000036e+00,1.110000000000000098e+00
