t_emb (ms),Isemb (a.u.),Vp2p (V),f (kHz),q (slm),x_pos (mm),y_pos (mm),dsep (mm),T_emb (K),P_emb (W),Pset (W),duty (%),V_emb (kV),I_emb (mA)
2.870100000000000000e+04,1.000000000000000000e+00,6.780000000000000249e+00,2.000000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.000000000000000000e+00,3.400000000000000244e-01,1.000013000000000005e+02,1.340000000000000080e+00,1.179999999999999938e+00
5.058200000000000000e+04,2.000000000000000000e+00,6.759999999999999787e+00,2.000000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.989999999999999991e+00,1.200000000000000000e+01,1.000014999999999930e+02,1.340000000000000080e+00,1.169999999999999929e+00
5.164400000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.560000000000000053e+00,2.660000000000000142e+00,1.000015999999999963e+02,1.679999999999999938e+00,1.209999999999999964e+00
5.266900000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.410000000000000142e+00,2.660000000000000142e+00,1.000015999999999963e+02,1.699999999999999956e+00,1.120000000000000107e+00
5.366800000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.439999999999999947e+00,2.620000000000000107e+00,1.000014000000000038e+02,1.699999999999999956e+00,1.139999999999999902e+00
5.467100000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.470000000000000195e+00,2.580000000000000071e+00,1.000013000000000005e+02,1.699999999999999956e+00,1.149999999999999911e+00
5.571900000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.439999999999999947e+00,2.549999999999999822e+00,1.000011999999999972e+02,1.699999999999999956e+00,1.139999999999999902e+00
5.667500000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.470000000000000195e+00,2.529999999999999805e+00,1.000010999999999939e+02,1.699999999999999956e+00,1.149999999999999911e+00
5.767600000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.479999999999999982e+00,2.500000000000000000e+00,1.000010999999999939e+02,1.699999999999999956e+00,1.159999999999999920e+00
5.867600000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.470000000000000195e+00,2.470000000000000195e+00,1.000010000000000048e+02,1.699999999999999956e+00,1.159999999999999920e+00
