Ts (degC),I (a.u.),P (W),q (slm)
4.713000000000000256e+01,2.361147210902264633e+05,0.000000000000000000e+00,0.000000000000000000e+00
4.367999999999999972e+01,-1.189891401315739313e+04,0.000000000000000000e+00,0.000000000000000000e+00
4.147999999999999687e+01,-1.111126215225551641e+04,0.000000000000000000e+00,0.000000000000000000e+00
4.014000000000000057e+01,-3.217251118421035062e+04,0.000000000000000000e+00,0.000000000000000000e+00
3.910000000000000142e+01,3.138005506578974382e+04,0.000000000000000000e+00,0.000000000000000000e+00
3.814000000000000057e+01,2.306708813909725359e+04,0.000000000000000000e+00,0.000000000000000000e+00
3.746999999999999886e+01,-1.138362659773830501e+03,0.000000000000000000e+00,0.000000000000000000e+00
3.700000000000000000e+01,-4.387518975564275024e+03,0.000000000000000000e+00,0.000000000000000000e+00
3.657999999999999829e+01,-6.560767979323040890e+03,0.000000000000000000e+00,0.000000000000000000e+00
3.611999999999999744e+01,1.910197426691745568e+04,0.000000000000000000e+00,0.000000000000000000e+00
3.567000000000000171e+01,-2.860504201127767374e+03,0.000000000000000000e+00,0.000000000000000000e+00
3.527000000000000313e+01,3.876666259395447014e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.484000000000000341e+01,4.979181766917604364e+03,0.000000000000000000e+00,0.000000000000000000e+00
3.471999999999999886e+01,4.764837969924702520e+03,0.000000000000000000e+00,0.000000000000000000e+00
3.432999999999999829e+01,-5.568504022556093332e+03,0.000000000000000000e+00,0.000000000000000000e+00
3.415999999999999659e+01,1.044322398496205460e+04,0.000000000000000000e+00,0.000000000000000000e+00
3.385000000000000142e+01,6.590579013158130692e+03,0.000000000000000000e+00,0.000000000000000000e+00
3.363000000000000256e+01,2.064401774436159394e+04,0.000000000000000000e+00,0.000000000000000000e+00
3.338000000000000256e+01,-1.875101709586516517e+04,0.000000000000000000e+00,0.000000000000000000e+00
3.335999999999999943e+01,3.054768665413955205e+03,0.000000000000000000e+00,0.000000000000000000e+00
3.309000000000000341e+01,5.210771616540012019e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.296999999999999886e+01,-2.148500918233022821e+04,0.000000000000000000e+00,0.000000000000000000e+00
3.254999999999999716e+01,1.009891886278249149e+04,0.000000000000000000e+00,0.000000000000000000e+00
3.246000000000000085e+01,2.310281210526314317e+04,0.000000000000000000e+00,0.000000000000000000e+00
3.239000000000000057e+01,2.981817862781920849e+04,0.000000000000000000e+00,0.000000000000000000e+00
3.232999999999999829e+01,5.839020676679410826e+01,0.000000000000000000e+00,0.000000000000000000e+00
3.213000000000000256e+01,-9.017837734962264221e+03,0.000000000000000000e+00,0.000000000000000000e+00
3.202000000000000313e+01,-1.342026222744374900e+04,0.000000000000000000e+00,0.000000000000000000e+00
3.203999999999999915e+01,-6.072458317668795644e+03,0.000000000000000000e+00,0.000000000000000000e+00
3.192000000000000171e+01,-2.161915883457158998e+02,0.000000000000000000e+00,0.000000000000000000e+00
3.182999999999999829e+01,-4.629210084585962250e+03,2.500000000000000000e+00,5.000000000000000000e+00
3.155000000000000071e+01,3.941417795864675427e+05,2.500000000000000000e+00,5.000000000000000000e+00
4.132000000000000028e+01,3.716020510996251833e+05,2.500000000000000000e+00,5.000000000000000000e+00
4.435000000000000142e+01,3.985360737969925976e+05,2.500000000000000000e+00,5.000000000000000000e+00
4.560000000000000142e+01,3.235154984774432378e+05,2.500000000000000000e+00,5.000000000000000000e+00
4.606000000000000227e+01,3.912465369078945951e+05,2.500000000000000000e+00,5.000000000000000000e+00
4.653999999999999915e+01,4.135552914755636011e+05,2.500000000000000000e+00,5.000000000000000000e+00
4.671000000000000085e+01,3.936623393233095412e+05,2.500000000000000000e+00,5.000000000000000000e+00
