Ts (degC),I (a.u.),P (W),q (slm)
3.033999999999999986e+01,-4.010581858082676627e+04,2.712569170727026080e+00,1.500003083590883968e+00
3.073999999999999844e+01,5.732341522556747805e+03,2.770785406233335468e+00,1.500007408747850768e+00
3.970000000000000284e+01,2.741703535714271493e+04,2.557846059930659610e+00,1.954685169654253762e+00
4.509000000000000341e+01,4.517123061090216652e+04,1.500597665292546123e+00,4.042583304380475084e+00
4.407999999999999829e+01,-1.387518845864652394e+04,1.500008445208603103e+00,4.062203399190109643e+00
3.824000000000000199e+01,-6.036857537594391943e+03,1.521464185633875754e+00,3.951447458586669015e+00
3.689999999999999858e+01,8.356944360902514745e+03,1.933890432489250966e+00,3.111971304343686739e+00
3.842999999999999972e+01,1.062726400375972298e+04,1.825918452294965189e+00,3.364067326518989098e+00
4.047999999999999687e+01,3.438394787593977526e+04,1.676900743295089757e+00,3.640912436282183862e+00
4.035000000000000142e+01,2.938209986842080616e+04,1.536837587113343950e+00,3.943416864213812989e+00
3.890999999999999659e+01,2.551578124060136179e+04,1.641194392109631472e+00,3.717165664505721168e+00
3.804999999999999716e+01,2.335275668233101533e+04,1.660904124878161303e+00,3.708579925475275374e+00
3.836999999999999744e+01,2.109980627819530855e+04,1.727861274276088377e+00,3.567325205037488178e+00
3.878000000000000114e+01,2.789167136278167527e+04,1.790884896846008711e+00,3.423503641081600435e+00
3.988000000000000256e+01,-2.691985629699077435e+03,1.588296796107606657e+00,3.850482118061057779e+00
3.964999999999999858e+01,8.480376823308313760e+03,1.599587458008235874e+00,3.804399905577866114e+00
3.896999999999999886e+01,1.947116297932367888e+04,1.732266810735260343e+00,3.524380844051190564e+00
3.927000000000000313e+01,3.397299907894782518e+04,1.821048889340403321e+00,3.340733930078470415e+00
4.061999999999999744e+01,6.242910910714292550e+04,1.724798673326556120e+00,3.530289909829710027e+00
4.128999999999999915e+01,4.085577549812052166e+04,1.500834699277610262e+00,4.016813207818732856e+00
4.043999999999999773e+01,-2.333834390977474322e+04,1.500051746351108495e+00,4.018710201277967187e+00
3.849000000000000199e+01,1.779817268796958160e+04,1.599359960146866433e+00,3.801513272434163593e+00
3.839000000000000057e+01,1.609697278195472609e+04,1.743169660161413947e+00,3.511869393074016799e+00
3.946000000000000085e+01,2.880916136278188787e+04,1.658466316678827823e+00,3.691902902595652236e+00
