t_emb (ms),Isemb (a.u.),Vp2p (V),f (kHz),q (slm),x_pos (mm),y_pos (mm),dsep (mm),T_emb (K),P_emb (W),Pset (W),duty (%),V_emb (kV),I_emb (mA)
2.063300000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.529999999999999805e+00,0.000000000000000000e+00,1.000015999999999963e+02,1.679999999999999938e+00,1.199999999999999956e+00
4.246700000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.569999999999999840e+00,0.000000000000000000e+00,1.000019000000000062e+02,1.659999999999999920e+00,1.229999999999999982e+00
4.356500000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.529999999999999805e+00,2.620000000000000107e+00,1.000019999999999953e+02,1.679999999999999938e+00,1.199999999999999956e+00
4.456600000000000000e+04,2.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,1.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.439999999999999947e+00,2.649999999999999911e+00,1.000019999999999953e+02,1.689999999999999947e+00,1.149999999999999911e+00
4.555600000000000000e+04,1.000000000000000000e+00,5.669999999999999929e+00,2.000000000000000000e+01,3.810000000000000053e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.639999999999999902e+00,1.570000000000000062e+00,1.000019999999999953e+02,1.120000000000000107e+00,1.139999999999999902e+00
4.659200000000000000e+04,2.000000000000000000e+00,5.110000000000000320e+00,2.000000000000000000e+01,3.930000000000000160e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.479999999999999982e+00,1.500000000000000000e+00,1.000019000000000062e+02,1.010000000000000009e+00,1.129999999999999893e+00
4.755700000000000000e+04,2.000000000000000000e+00,5.250000000000000000e+00,2.000000000000000000e+01,3.799999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.510000000000000009e+00,1.530000000000000027e+00,1.000019000000000062e+02,1.030000000000000027e+00,1.129999999999999893e+00
4.854800000000000000e+04,1.000000000000000000e+00,6.679999999999999716e+00,2.000000000000000000e+01,2.959999999999999964e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.959999999999999964e+00,1.949999999999999956e+00,1.000019000000000062e+02,1.320000000000000062e+00,1.169999999999999929e+00
4.958300000000000000e+04,2.000000000000000000e+00,9.169999999999999929e+00,2.000000000000000000e+01,1.889999999999999902e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.419999999999999929e+00,2.479999999999999982e+00,1.000019000000000062e+02,1.629999999999999893e+00,1.179999999999999938e+00
5.057400000000000000e+04,2.000000000000000000e+00,6.620000000000000107e+00,2.000000000000000000e+01,3.149999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.919999999999999929e+00,1.870000000000000107e+00,1.000019000000000062e+02,1.300000000000000044e+00,1.169999999999999929e+00
