t_emb (ms),Isemb (a.u.),Vp2p (V),f (kHz),q (slm),x_pos (mm),y_pos (mm),dsep (mm),T_emb (K),P_emb (W),Pset (W),duty (%),V_emb (kV),I_emb (mA)
2.571000000000000000e+04,0.000000000000000000e+00,7.629999999999999893e+00,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.109999999999999876e+00,3.000000000000000000e+00,1.000010999999999939e+02,1.439999999999999947e+00,1.159999999999999920e+00
3.341810000000000000e+05,1.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.540000000000000036e+00,3.000000000000000000e+00,1.000014999999999930e+02,1.699999999999999956e+00,1.189999999999999947e+00
3.352170000000000000e+05,1.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.430000000000000160e+00,0.000000000000000000e+00,1.000014999999999930e+02,1.729999999999999982e+00,1.120000000000000107e+00
3.362300000000000000e+05,1.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.399999999999999911e+00,0.000000000000000000e+00,1.000014999999999930e+02,1.739999999999999991e+00,1.100000000000000089e+00
3.372440000000000000e+05,1.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.419999999999999929e+00,0.000000000000000000e+00,1.000014999999999930e+02,1.719999999999999973e+00,1.120000000000000107e+00
3.382320000000000000e+05,1.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.390000000000000124e+00,0.000000000000000000e+00,1.000014000000000038e+02,1.729999999999999982e+00,1.090000000000000080e+00
3.392450000000000000e+05,1.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.390000000000000124e+00,0.000000000000000000e+00,1.000014999999999930e+02,1.739999999999999991e+00,1.090000000000000080e+00
3.402330000000000000e+05,1.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.399999999999999911e+00,0.000000000000000000e+00,1.000014999999999930e+02,1.739999999999999991e+00,1.100000000000000089e+00
3.412450000000000000e+05,1.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.410000000000000142e+00,0.000000000000000000e+00,1.000014999999999930e+02,1.729999999999999982e+00,1.110000000000000098e+00
3.422360000000000000e+05,1.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.399999999999999911e+00,0.000000000000000000e+00,1.000014999999999930e+02,1.719999999999999973e+00,1.110000000000000098e+00
3.432470000000000000e+05,1.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.410000000000000142e+00,0.000000000000000000e+00,1.000014999999999930e+02,1.739999999999999991e+00,1.100000000000000089e+00
3.442590000000000000e+05,2.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.419999999999999929e+00,0.000000000000000000e+00,1.000014999999999930e+02,1.729999999999999982e+00,1.110000000000000098e+00
3.452470000000000000e+05,1.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.410000000000000142e+00,0.000000000000000000e+00,1.000014999999999930e+02,1.729999999999999982e+00,1.110000000000000098e+00
3.462370000000000000e+05,1.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.410000000000000142e+00,0.000000000000000000e+00,1.000014000000000038e+02,1.719999999999999973e+00,1.110000000000000098e+00
3.472500000000000000e+05,1.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.410000000000000142e+00,0.000000000000000000e+00,1.000014999999999930e+02,1.729999999999999982e+00,1.100000000000000089e+00
3.482390000000000000e+05,1.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.410000000000000142e+00,0.000000000000000000e+00,1.000014999999999930e+02,1.729999999999999982e+00,1.100000000000000089e+00
