t_emb (ms),Isemb (a.u.),Vp2p (V),f (kHz),q (slm),x_pos (mm),y_pos (mm),dsep (mm),T_emb (K),P_emb (W),Pset (W),duty (%),V_emb (kV),I_emb (mA)
1.664800000000000000e+04,0.000000000000000000e+00,6.870000000000000107e+00,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.989999999999999991e+00,0.000000000000000000e+00,1.000011999999999972e+02,1.360000000000000098e+00,1.149999999999999911e+00
3.852900000000000000e+04,0.000000000000000000e+00,6.839999999999999858e+00,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.020000000000000018e+00,0.000000000000000000e+00,1.000013000000000005e+02,1.360000000000000098e+00,1.169999999999999929e+00
3.959100000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,1.860000000000000098e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.520000000000000018e+00,2.649999999999999911e+00,1.000013000000000005e+02,1.689999999999999947e+00,1.189999999999999947e+00
4.060700000000000000e+04,0.000000000000000000e+00,9.779999999999999361e+00,2.000000000000000000e+01,2.589999999999999858e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.520000000000000018e+00,2.439999999999999947e+00,1.000013000000000005e+02,1.669999999999999929e+00,1.199999999999999956e+00
4.162000000000000000e+04,0.000000000000000000e+00,6.799999999999999822e+00,2.000000000000000000e+01,4.230000000000000426e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.000000000000000000e+00,1.959999999999999964e+00,1.000013000000000005e+02,1.350000000000000089e+00,1.169999999999999929e+00
4.261100000000000000e+04,0.000000000000000000e+00,6.910000000000000142e+00,2.000000000000000000e+01,4.389999999999999680e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.020000000000000018e+00,2.040000000000000036e+00,1.000013000000000005e+02,1.360000000000000098e+00,1.169999999999999929e+00
4.364800000000000000e+04,0.000000000000000000e+00,8.179999999999999716e+00,2.000000000000000000e+01,4.290000000000000036e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.299999999999999822e+00,2.350000000000000089e+00,1.000013000000000005e+02,1.550000000000000044e+00,1.179999999999999938e+00
4.462100000000000000e+04,1.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,3.270000000000000018e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.560000000000000053e+00,2.810000000000000053e+00,1.000013000000000005e+02,1.679999999999999938e+00,1.219999999999999973e+00
4.562400000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,2.700000000000000178e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.560000000000000053e+00,2.950000000000000178e+00,1.000013000000000005e+02,1.689999999999999947e+00,1.209999999999999964e+00
4.662400000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,3.299999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.529999999999999805e+00,2.729999999999999982e+00,1.000014000000000038e+02,1.689999999999999947e+00,1.199999999999999956e+00
4.762600000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,3.589999999999999858e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.580000000000000071e+00,2.549999999999999822e+00,1.000014000000000038e+02,1.679999999999999938e+00,1.219999999999999973e+00
4.864600000000000000e+04,1.000000000000000000e+00,9.949999999999999289e+00,2.000000000000000000e+01,3.549999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.529999999999999805e+00,2.490000000000000213e+00,1.000014999999999930e+02,1.689999999999999947e+00,1.199999999999999956e+00
4.962300000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,2.959999999999999964e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.540000000000000036e+00,2.629999999999999893e+00,1.000014999999999930e+02,1.689999999999999947e+00,1.199999999999999956e+00
5.061400000000000000e+04,0.000000000000000000e+00,9.939999999999999503e+00,2.000000000000000000e+01,3.379999999999999893e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.529999999999999805e+00,2.509999999999999787e+00,1.000015999999999963e+02,1.679999999999999938e+00,1.199999999999999956e+00
5.162900000000000000e+04,1.000000000000000000e+00,9.279999999999999361e+00,2.000000000000000000e+01,3.549999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.470000000000000195e+00,2.430000000000000160e+00,1.000014000000000038e+02,1.639999999999999902e+00,1.199999999999999956e+00
