Ts (degC),I (a.u.),P (W),q (slm)
5.256000000000000227e+01,4.238064683458653744e+05,2.589414933992284951e+00,2.031351555906697914e+00
5.353000000000000114e+01,3.539393831109034363e+05,2.416728242053290732e+00,2.559337566969062561e+00
5.747999999999999687e+01,2.746635906766920234e+05,1.876859081805261731e+00,4.288494086802359107e+00
5.596999999999999886e+01,1.938999566447373945e+05,1.804990716387536054e+00,4.956385234994692190e+00
5.082000000000000028e+01,1.684699129229319515e+05,2.168232325784924530e+00,4.821253546553093905e+00
4.963000000000000256e+01,3.169388394924805034e+05,2.649308060058761072e+00,3.906144457949249471e+00
5.075999999999999801e+01,3.671119181109026540e+05,3.033222879779195580e+00,2.521414450080719849e+00
5.310000000000000142e+01,3.496133339943614556e+05,2.740063031922040260e+00,3.242557687985980319e+00
5.684000000000000341e+01,3.321456695864669164e+05,2.360627434805148805e+00,4.107414662141777306e+00
5.627000000000000313e+01,3.438654710244365269e+05,2.418155089942023661e+00,3.641614483961449267e+00
5.457999999999999829e+01,3.592556020206771791e+05,2.547565433686245662e+00,3.113629705389143076e+00
5.475000000000000000e+01,3.514310679417304927e+05,2.419755741341889532e+00,3.551395839307855518e+00
5.574000000000000199e+01,3.301605257424806478e+05,2.368275827548540491e+00,3.626693418713593076e+00
5.535000000000000142e+01,3.211807525093991426e+05,2.362169705238184481e+00,3.688925615515664447e+00
5.442000000000000171e+01,3.467243738063912024e+05,2.518638385216318554e+00,3.198372535390449301e+00
5.442999999999999972e+01,3.468513786654149881e+05,2.473877775961018433e+00,3.349553276113743649e+00
5.560999999999999943e+01,3.127622151033844566e+05,2.382828903417054889e+00,3.563303777553112894e+00
5.554999999999999716e+01,3.375393725469937199e+05,2.418351325320648115e+00,3.363607212475511865e+00
5.520000000000000284e+01,3.223495421334583662e+05,2.364529083756447658e+00,3.565064055630595252e+00
5.510999999999999943e+01,2.994701895958649693e+05,2.366411475723731783e+00,3.593029389523930472e+00
5.471000000000000085e+01,3.312870625375949894e+05,2.398734491260419155e+00,3.561308281677165510e+00
5.443999999999999773e+01,3.380158563439850695e+05,2.544063779357056188e+00,3.045009308562319106e+00
5.482000000000000028e+01,3.346755423214283655e+05,2.382670172601120129e+00,3.605473136883192264e+00
5.577000000000000313e+01,3.516912369642849080e+05,2.334575418509477807e+00,3.749328616325811936e+00
5.521999999999999886e+01,3.205037217575190589e+05,2.399180333576250490e+00,3.539600521657603416e+00
5.445000000000000284e+01,3.173558244078969001e+05,2.493251004141404437e+00,3.245698873601251311e+00
5.475000000000000000e+01,3.034422018890976906e+05,2.465048508085545542e+00,3.304089552159953591e+00
5.554999999999999716e+01,3.313655320770679391e+05,2.294324323032791213e+00,3.881287970393973552e+00
5.545000000000000284e+01,2.926361948684208910e+05,2.403035680282602726e+00,3.497307239941327861e+00
5.457999999999999829e+01,3.433475967011279427e+05,2.478340290231392462e+00,3.266429095234689939e+00
5.467999999999999972e+01,3.173372233082705061e+05,2.421198302175412209e+00,3.503132987386735842e+00
5.528000000000000114e+01,3.627170079699255875e+05,2.475638268148526056e+00,3.207948440058165929e+00
5.532000000000000028e+01,3.420205129511291743e+05,2.395563850004404749e+00,3.412498124884287609e+00
5.595000000000000284e+01,3.318699791165409260e+05,2.315733263656967189e+00,3.617457575383927093e+00
5.545000000000000284e+01,3.264747979229326011e+05,2.333689590257566948e+00,3.577543638640168666e+00
5.471000000000000085e+01,3.146957439755641390e+05,2.443084691254981955e+00,3.239444661794423030e+00
5.471000000000000085e+01,3.219698826033826335e+05,2.451368049948807748e+00,3.203554400070219188e+00
5.561999999999999744e+01,3.111798897744367714e+05,2.315663727617921275e+00,3.638584152485870415e+00
5.596000000000000085e+01,3.232837854417293565e+05,2.319557903065050386e+00,3.590924950100000679e+00
5.514999999999999858e+01,3.413433590131593519e+05,2.341984247721765389e+00,3.597605375096680547e+00
