t_emb (ms),Isemb (a.u.),Vp2p (V),f (kHz),q (slm),x_pos (mm),y_pos (mm),dsep (mm),T_emb (K),P_emb (W),Pset (W),duty (%),V_emb (kV),I_emb (mA)
3.176900000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.549999999999999822e+00,0.000000000000000000e+00,1.000011999999999972e+02,1.699999999999999956e+00,1.199999999999999956e+00
3.426500000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,3.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.549999999999999822e+00,0.000000000000000000e+00,1.000011999999999972e+02,1.699999999999999956e+00,1.199999999999999956e+00
3.531200000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.410000000000000142e+00,0.000000000000000000e+00,1.000011999999999972e+02,1.719999999999999973e+00,1.110000000000000098e+00
3.633500000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.410000000000000142e+00,0.000000000000000000e+00,1.000011999999999972e+02,1.709999999999999964e+00,1.120000000000000107e+00
3.731200000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.419999999999999929e+00,0.000000000000000000e+00,1.000011999999999972e+02,1.719999999999999973e+00,1.120000000000000107e+00
3.831500000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.399999999999999911e+00,0.000000000000000000e+00,1.000013000000000005e+02,1.729999999999999982e+00,1.100000000000000089e+00
3.933900000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.419999999999999929e+00,0.000000000000000000e+00,1.000011999999999972e+02,1.719999999999999973e+00,1.120000000000000107e+00
4.034100000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.430000000000000160e+00,0.000000000000000000e+00,1.000011999999999972e+02,1.719999999999999973e+00,1.120000000000000107e+00
4.132000000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.390000000000000124e+00,0.000000000000000000e+00,1.000011999999999972e+02,1.719999999999999973e+00,1.100000000000000089e+00
4.231900000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.430000000000000160e+00,0.000000000000000000e+00,1.000013000000000005e+02,1.719999999999999973e+00,1.120000000000000107e+00
4.332200000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.419999999999999929e+00,0.000000000000000000e+00,1.000014000000000038e+02,1.719999999999999973e+00,1.120000000000000107e+00
4.432300000000000000e+04,0.000000000000000000e+00,1.000000000000000000e+01,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,2.399999999999999911e+00,0.000000000000000000e+00,1.000018000000000029e+02,1.719999999999999973e+00,1.110000000000000098e+00
