Ts (degC),I (a.u.),P (W),q (slm)
5.063000000000000256e+01,3.515510511936095427e+05,2.656199654092925133e+00,1.861972712355380644e+00
5.200000000000000000e+01,3.202643711842108751e+05,2.445056205510930170e+00,2.546410087697454472e+00
5.581000000000000227e+01,3.070546339849620708e+05,1.921444234743876267e+00,4.277948083421210690e+00
5.479999999999999716e+01,2.006448878289477434e+05,1.865019047544416164e+00,4.950682676882588673e+00
4.945000000000000284e+01,1.971082151785713504e+05,2.237513629849929409e+00,4.957079066174348014e+00
4.827000000000000313e+01,2.825163343703007558e+05,2.870031746665008043e+00,3.627883909198246215e+00
4.957000000000000028e+01,3.754825361278203782e+05,3.245519760802211273e+00,2.278035122907181353e+00
5.243999999999999773e+01,3.203153702255634125e+05,2.803845396346758001e+00,3.467423233827522377e+00
5.546999999999999886e+01,3.403016974342110916e+05,2.518945668528013382e+00,3.994870690013760495e+00
5.503000000000000114e+01,3.672390461560150143e+05,2.710153471947903459e+00,2.976636208469998213e+00
5.403999999999999915e+01,3.668310538251876715e+05,2.580879141655251008e+00,3.287066795822851439e+00
5.510000000000000142e+01,3.342950204887224827e+05,2.398819687069857931e+00,3.858876270408711839e+00
5.503000000000000114e+01,3.432725763721802505e+05,2.559123078960465758e+00,3.226975962806116094e+00
5.414999999999999858e+01,3.086771179793232004e+05,2.572620885114890843e+00,3.187923071422565702e+00
5.525000000000000000e+01,3.520378826221809140e+05,2.332168574852203413e+00,3.986090121243711870e+00
5.513000000000000256e+01,3.574200060902257683e+05,2.480432298342091890e+00,3.479554797018865830e+00
5.360000000000000142e+01,3.219669261372184264e+05,2.562547753546641438e+00,3.359987054818432739e+00
5.386999999999999744e+01,3.599628133646612987e+05,2.586843372255474893e+00,3.322289815296219473e+00
5.481000000000000227e+01,3.810049685526331887e+05,2.532259513245989080e+00,3.438038213903714002e+00
5.560000000000000142e+01,3.876291773684210493e+05,2.493013717049355371e+00,3.425984311045434438e+00
5.561999999999999744e+01,3.690806782048880123e+05,2.413043878365165984e+00,3.609104859883994543e+00
5.528999999999999915e+01,3.515939199530087062e+05,2.438066378007173185e+00,3.507834338602995317e+00
5.481000000000000227e+01,3.808902823026315891e+05,2.496762521427361659e+00,3.313134704371709205e+00
5.442000000000000171e+01,3.324483378101511043e+05,2.473885090041478385e+00,3.499745571083949791e+00
5.482999999999999829e+01,3.529574667857144959e+05,2.412538077904146316e+00,3.745734848798913941e+00
5.425000000000000000e+01,3.364239225000011502e+05,2.650099676160300621e+00,2.925993808534375074e+00
5.461999999999999744e+01,3.290482785338356043e+05,2.451827233162894526e+00,3.619503138743700887e+00
5.581000000000000227e+01,3.476815297274440527e+05,2.419522642073264507e+00,3.632928612647810862e+00
5.499000000000000199e+01,3.419923033364671865e+05,2.500973148759774389e+00,3.332935841091943630e+00
5.452000000000000313e+01,3.510569517857150640e+05,2.507752979744815036e+00,3.371545692811594108e+00
5.475999999999999801e+01,3.496964846052625217e+05,2.461087502595311616e+00,3.524296313963948712e+00
5.497999999999999687e+01,3.293359180545118870e+05,2.535643145107949969e+00,3.219426387162020564e+00
5.481000000000000227e+01,3.442499348120311042e+05,2.507474286038262168e+00,3.272887750830151266e+00
5.567000000000000171e+01,3.369238116541354684e+05,2.389130196896765312e+00,3.622242434798162769e+00
5.578000000000000114e+01,3.197926916447378462e+05,2.347159736163107357e+00,3.731199969472395850e+00
5.453999999999999915e+01,3.272517325939850416e+05,2.490988056979295706e+00,3.361362533041301059e+00
5.395000000000000284e+01,3.662831220958638587e+05,2.573536007950298021e+00,3.142624866566599451e+00
5.484000000000000341e+01,3.310957545394745539e+05,2.443222441843253989e+00,3.580832660639480913e+00
5.610000000000000142e+01,3.540447072180463583e+05,2.324611035048737673e+00,3.915461230609392551e+00
5.525000000000000000e+01,3.255803437218045583e+05,2.525773585493483075e+00,3.199268815947516220e+00
5.452000000000000313e+01,3.510716109304505517e+05,2.600677305137583328e+00,2.918217355245546596e+00
