Ts (degC),I (a.u.),P (W),q (slm)
2.800000000000000000e+01,-4.292542499999772190e+03,0.000000000000000000e+00,0.000000000000000000e+00
2.803999999999999915e+01,2.553943296992456453e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.792999999999999972e+01,2.773571777255559573e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.782999999999999829e+01,6.978492011277833626e+03,0.000000000000000000e+00,0.000000000000000000e+00
2.778999999999999915e+01,3.432777501879676129e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.785000000000000142e+01,-2.788169328947365284e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.783999999999999986e+01,3.175626538533784333e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.789999999999999858e+01,1.725418291353403401e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.791000000000000014e+01,-2.674739577067664140e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.785000000000000142e+01,5.272771175751824194e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.775000000000000000e+01,-1.574256640037553188e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.787999999999999901e+01,-1.154093523496225134e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.783999999999999986e+01,7.670428280075217117e+03,0.000000000000000000e+00,0.000000000000000000e+00
2.791000000000000014e+01,8.845130836466329129e+03,0.000000000000000000e+00,0.000000000000000000e+00
2.796999999999999886e+01,9.084850968045306217e+03,0.000000000000000000e+00,0.000000000000000000e+00
2.801000000000000156e+01,1.772339873120361153e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.789999999999999858e+01,-5.062948308239560902e+01,0.000000000000000000e+00,0.000000000000000000e+00
2.812999999999999901e+01,5.016014407894232136e+03,0.000000000000000000e+00,0.000000000000000000e+00
2.791000000000000014e+01,2.393468777255640089e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.807000000000000028e+01,-1.389760832706768088e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.810999999999999943e+01,1.469191223684216857e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.803999999999999915e+01,-1.353815131579247009e+02,0.000000000000000000e+00,0.000000000000000000e+00
2.817999999999999972e+01,1.555914231203019699e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.801999999999999957e+01,2.585232563909786768e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.805999999999999872e+01,3.214319289473654499e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.814999999999999858e+01,-2.181539427631591752e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.810000000000000142e+01,1.022875700187941402e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.826999999999999957e+01,-1.349749990601564605e+03,0.000000000000000000e+00,0.000000000000000000e+00
2.817000000000000171e+01,-5.639582396616585356e+03,0.000000000000000000e+00,0.000000000000000000e+00
2.812000000000000099e+01,1.330816288533824991e+04,0.000000000000000000e+00,0.000000000000000000e+00
2.837999999999999901e+01,-3.245830291353284792e+03,2.500000000000000000e+00,5.000000000000000000e+00
3.101999999999999957e+01,3.024017721710526384e+05,2.500000000000000000e+00,5.000000000000000000e+00
3.811999999999999744e+01,3.235790625000013388e+05,2.500000000000000000e+00,5.000000000000000000e+00
4.082999999999999829e+01,3.310867619548878865e+05,2.500000000000000000e+00,5.000000000000000000e+00
4.277000000000000313e+01,3.676402632518797764e+05,2.500000000000000000e+00,5.000000000000000000e+00
