t_emb (ms),Isemb (a.u.),Vp2p (V),f (kHz),q (slm),x_pos (mm),y_pos (mm),dsep (mm),T_emb (K),P_emb (W),Pset (W),duty (%),V_emb (kV),I_emb (mA)
6.324000000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.600000000000000033e-01,1.200000000000000000e+01,1.000018000000000029e+02,4.000000000000000083e-02,1.090000000000000080e+00
6.568200000000000000e+04,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.600000000000000033e-01,1.200000000000000000e+01,1.000019000000000062e+02,4.000000000000000083e-02,1.090000000000000080e+00
6.671800000000000000e+04,0.000000000000000000e+00,5.360000000000000320e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.560000000000000053e+00,0.000000000000000000e+00,1.000019999999999953e+02,1.100000000000000089e+00,1.100000000000000089e+00
6.773200000000000000e+04,0.000000000000000000e+00,5.469999999999999751e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.570000000000000062e+00,0.000000000000000000e+00,1.000015999999999963e+02,1.120000000000000107e+00,1.090000000000000080e+00
6.872200000000000000e+04,0.000000000000000000e+00,5.379999999999999893e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.560000000000000053e+00,0.000000000000000000e+00,1.000016999999999996e+02,1.100000000000000089e+00,1.100000000000000089e+00
6.973500000000000000e+04,0.000000000000000000e+00,5.309999999999999609e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.550000000000000044e+00,0.000000000000000000e+00,1.000014999999999930e+02,1.080000000000000071e+00,1.100000000000000089e+00
7.072600000000000000e+04,0.000000000000000000e+00,5.259999999999999787e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.530000000000000027e+00,0.000000000000000000e+00,1.000019999999999953e+02,1.080000000000000071e+00,1.090000000000000080e+00
7.171800000000000000e+04,0.000000000000000000e+00,5.230000000000000426e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.530000000000000027e+00,0.000000000000000000e+00,1.000019999999999953e+02,1.070000000000000062e+00,1.100000000000000089e+00
7.273300000000000000e+04,0.000000000000000000e+00,5.209999999999999964e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.520000000000000018e+00,0.000000000000000000e+00,1.000019999999999953e+02,1.070000000000000062e+00,1.100000000000000089e+00
7.372400000000000000e+04,0.000000000000000000e+00,5.200000000000000178e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.510000000000000009e+00,0.000000000000000000e+00,1.000019999999999953e+02,1.070000000000000062e+00,1.090000000000000080e+00
7.471600000000000000e+04,0.000000000000000000e+00,5.179999999999999716e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.510000000000000009e+00,0.000000000000000000e+00,1.000019000000000062e+02,1.060000000000000053e+00,1.090000000000000080e+00
7.572700000000000000e+04,0.000000000000000000e+00,5.179999999999999716e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.500000000000000000e+00,0.000000000000000000e+00,1.000019999999999953e+02,1.060000000000000053e+00,1.090000000000000080e+00
7.671900000000000000e+04,0.000000000000000000e+00,5.179999999999999716e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.510000000000000009e+00,0.000000000000000000e+00,1.000018000000000029e+02,1.060000000000000053e+00,1.100000000000000089e+00
7.773200000000000000e+04,0.000000000000000000e+00,5.179999999999999716e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.500000000000000000e+00,0.000000000000000000e+00,1.000019999999999953e+02,1.060000000000000053e+00,1.090000000000000080e+00
7.872400000000000000e+04,0.000000000000000000e+00,5.169999999999999929e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.510000000000000009e+00,0.000000000000000000e+00,1.000019999999999953e+02,1.060000000000000053e+00,1.090000000000000080e+00
7.973600000000000000e+04,0.000000000000000000e+00,5.169999999999999929e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.510000000000000009e+00,0.000000000000000000e+00,1.000019999999999953e+02,1.070000000000000062e+00,1.090000000000000080e+00
8.075000000000000000e+04,0.000000000000000000e+00,5.169999999999999929e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.500000000000000000e+00,0.000000000000000000e+00,1.000019000000000062e+02,1.060000000000000053e+00,1.090000000000000080e+00
8.174000000000000000e+04,0.000000000000000000e+00,5.160000000000000142e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.500000000000000000e+00,0.000000000000000000e+00,1.000019000000000062e+02,1.050000000000000044e+00,1.100000000000000089e+00
8.272900000000000000e+04,0.000000000000000000e+00,5.160000000000000142e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.510000000000000009e+00,0.000000000000000000e+00,1.000022000000000020e+02,1.070000000000000062e+00,1.090000000000000080e+00
8.372100000000000000e+04,0.000000000000000000e+00,5.150000000000000355e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.510000000000000009e+00,0.000000000000000000e+00,1.000019000000000062e+02,1.060000000000000053e+00,1.100000000000000089e+00
8.473300000000000000e+04,0.000000000000000000e+00,5.160000000000000142e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.489999999999999991e+00,0.000000000000000000e+00,1.000019000000000062e+02,1.060000000000000053e+00,1.090000000000000080e+00
8.572500000000000000e+04,1.000000000000000000e+00,5.160000000000000142e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.510000000000000009e+00,0.000000000000000000e+00,1.000019999999999953e+02,1.070000000000000062e+00,1.090000000000000080e+00
8.673800000000000000e+04,0.000000000000000000e+00,5.169999999999999929e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.500000000000000000e+00,0.000000000000000000e+00,1.000019999999999953e+02,1.060000000000000053e+00,1.090000000000000080e+00
8.773000000000000000e+04,0.000000000000000000e+00,5.169999999999999929e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.489999999999999991e+00,0.000000000000000000e+00,1.000019000000000062e+02,1.060000000000000053e+00,1.090000000000000080e+00
8.874100000000000000e+04,0.000000000000000000e+00,5.160000000000000142e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.500000000000000000e+00,0.000000000000000000e+00,1.000019000000000062e+02,1.060000000000000053e+00,1.090000000000000080e+00
8.973200000000000000e+04,0.000000000000000000e+00,5.160000000000000142e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.500000000000000000e+00,0.000000000000000000e+00,1.000016999999999996e+02,1.050000000000000044e+00,1.100000000000000089e+00
9.074500000000000000e+04,0.000000000000000000e+00,5.169999999999999929e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.489999999999999991e+00,0.000000000000000000e+00,1.000015999999999963e+02,1.060000000000000053e+00,1.090000000000000080e+00
9.176000000000000000e+04,0.000000000000000000e+00,5.169999999999999929e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.489999999999999991e+00,0.000000000000000000e+00,1.000015999999999963e+02,1.050000000000000044e+00,1.090000000000000080e+00
9.275000000000000000e+04,0.000000000000000000e+00,5.169999999999999929e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.489999999999999991e+00,0.000000000000000000e+00,1.000014999999999930e+02,1.060000000000000053e+00,1.090000000000000080e+00
9.376200000000000000e+04,0.000000000000000000e+00,5.160000000000000142e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.500000000000000000e+00,0.000000000000000000e+00,1.000014999999999930e+02,1.050000000000000044e+00,1.100000000000000089e+00
9.475200000000000000e+04,0.000000000000000000e+00,5.169999999999999929e+00,2.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,1.037549999999999955e+03,1.489999999999999991e+00,0.000000000000000000e+00,1.000015999999999963e+02,1.060000000000000053e+00,1.090000000000000080e+00
